book	id	star	time	likenum	body
1Q84 BOOK 1	Spring_LQ	allstar40	2011-11-20	0	没有到彻夜，总算看完了。
1Q84 BOOK 1	Ringco	allstar40	2011-06-16	0	好神奇的村长
1Q84 BOOK 1	huhu1999	allstar20	2010-06-11	0	水分太多！
1Q84 BOOK 1	1299702	allstar40	2010-08-16	0	林本和施本重叠的那个味道，就是村上君消失不了的味道了，我还是挺喜欢这个味道，等着看下一本。
1Q84 BOOK 1	cryingcatjojo	allstar40	2010-06-20	1	不晓得为什么，读到后来有点害怕。。。。
1Q84 BOOK 1	mymx	allstar40	2011-09-26	0	越来越爱村上様了……
1Q84 BOOK 1	chain233	allstar40	2010-07-17	1	看看自己能写点感想出来伐
1Q84 BOOK 1	55937351	allstar30	2014-07-08	1	我曾请教过友人，如果一本书一个故事能被读者挖掘出多层世界，是作者有意还是读者无心，从村上角度看来，似乎是前者。
1Q84 BOOK 1	PinkBall	allstar40	2010-11-27	1	英文本的version要在明年才在UK上市。所以我的中文版遭到了羡慕。
1Q84 BOOK 1	grafa	allstar40	2014-03-14	2	好看好看！写法好古典……每章最后都留个小尾巴，在你小心脏上搔啊搔啊……
1Q84 BOOK 1	Kenza	allstar50	2010-08-11	0	吸引人的故事 很好的翻译
1Q84 BOOK 1	new4new4	allstar40	2010-10-27	0	蒙太奇形式的叙事我很喜欢，但这版的翻译总是很难读，有些地方通俗化了可能更好
1Q84 BOOK 1	Len.	allstar40	2010-06-20	1	三十六块，能不能再贵点，我就可以理直气壮去买盗版了，不过封套拿掉后面的硬封的手感确实是好，虽然难看，但手感好到让人想打飞机，最重要的，不会脏。故事方面，Alternative HIstory。看着看着不禁生出，难道是既Fringe后又一部《地球防卫少年》；然后还有一大半时间以为是在看渡边淳一的东西。
1Q84 BOOK 1	2003488	allstar30	2012-10-13	0	村上用日本英语嗲嗲地唱了一首神户布鲁斯，帅气、陶醉、摇摆，unberievable。
1Q84 BOOK 1	yangxiaomi	allstar40	2013-05-08	0	2013.5.6
1Q84 BOOK 1	cee	allstar50	2011-08-04	0	好
1Q84 BOOK 1	jiaon	allstar40	2010-05-27	0	反正我读完了，挺有趣的，大道理不懂。
1Q84 BOOK 1	tanzye	allstar40	2012-11-05	0	看的时候被奶奶发现了。。。然后。。好吧老人家看到不好的细节了。。。
1Q84 BOOK 1	emilyching	allstar50	2017-05-27	1	被青豆的世界吸引。精妙的语言带来在森林里呼吸的感觉。
1Q84 BOOK 1	1451657	none	2010-06-19	1	写法上似乎比以前更绵密了，大概是因为与历史有关，期待着BOOK2，总觉得青豆是存在于天吾的笔下
1Q84 BOOK 1	inahoshin	allstar40	2011-01-09	0	可惜你是村上...
1Q84 BOOK 1	fishandtree	allstar40	2010-07-20	0	无论如何，这书我还是一天就读完了，尤其是后半部，基本上是一气呵成。情节如涓涓细流般缓缓流出，整个小说构架一点点展现开来，娓娓道来之间暗藏了各种技巧玄妙之处。一句话，我喜欢，喜欢得等不及看BOOK2了。
1Q84 BOOK 1	nikenike	allstar10	2015-02-25	0	安妮宝贝你没读，春天上树也没读，岩井俊二也是没读，郭敬明落落七堇年都是没读。他们全都没读
1Q84 BOOK 1	kse7en	allstar50	2011-10-15	1	好久没有因为一本书放弃电影，上一次是看《1988》，韩寒曾半认真半调侃说自己改书名即是因为此书，读到凌晨，我想不会有人比村上春树的笔调更细腻，看青豆的段落总忍不住想起《白夜行》
1Q84 BOOK 1	lxk90	allstar40	2011-03-21	1	这么一本书断断续续的，我终于读完了呀，感觉每次不能读很多，还需要各种思考才行，可还是有很多微妙的东西不太清楚
1Q84 BOOK 1	zhangaiyin	allstar40	2012-10-24	1	喜欢施小炜的译本，流畅舒服，忠实还原，可以最大限度的展现村上的冷幽默。其实这本书的故事性很强，很吸引人读下去，明显的带有社会现实批评性，并且是想往寓言的方向跑，但是村上实质的感觉还是介于文学与畅销之间。book1只是个楔子，埋了很多伏笔，最终村上能不能填平还真难说。
1Q84 BOOK 1	annsniper	allstar40	2012-01-25	0	村上春树的性从来都叫人兴味索然
1Q84 BOOK 1	maggiejingliu	allstar30	2011-06-29	0	喜欢光怪陆离或充满魔幻色彩的故事，总觉得张力十足，看着过瘾。虽然关于两个月亮的问题有点没搞明白意图，但到目前为止，还不错。2011.6.29
1Q84 BOOK 1	aheng	allstar50	2010-06-03	0	已经读到1/2
1Q84 BOOK 1	svernal	allstar50	2010-10-07	1	换了译者，难怪我看下去了
1Q84 BOOK 1	anxiaoann	allstar40	2012-02-18	1	读到最后一页，继续往后翻了十几次才发现，已然结束。。。这尾收的。。我好纠结。。。
1Q84 BOOK 1	cylinyu	allstar40	2010-07-23	0	写的不错！
1Q84 BOOK 1	smallwinnie	allstar40	2011-06-22	0	回家之后除了看主旋律电视剧就是读这种不费脑力的小说了。村上延续了他在《世界尽头与冷酷仙境》中的双线叙事结构，同时也加入了一点科幻的元素，总体还是挺吸引人的。只是希望下次能换个套路好吗。
1Q84 BOOK 1	gungun0-0	allstar50	2017-06-06	1	“慢性的无力感是会腐蚀人的”
1Q84 BOOK 1	onlyciwei	allstar50	2012-03-21	0	【挪威的森林】之后看得最开心的一本！
1Q84 BOOK 1	yaojiang	allstar50	2011-07-05	0	我越来越喜欢村上春树的书了
1Q84 BOOK 1	fudatou	allstar40	2012-10-27	0	节奏稍微拖沓了点，也有点玄，暂时还能靠零星的线索吸引人读下去。但有种要烂尾的预感是肿么回事。。。
1Q84 BOOK 1	yy_guangxi	allstar30	2011-06-06	0	读完发现只是第一卷，真有一种坑爹的感觉，小小人在下一卷中应该要浮出水面了吧
1Q84 BOOK 1	strawberryever	allstar40	2010-12-05	0	很抓人，但没有冷酷仙境和发条鸟里的那种迎面而来的压迫感。但能让我反复念叨上两三遍的格言句不多，甚至有了，过程重要么，这个故事是不是看看大纲就可以了，的念头。
1Q84 BOOK 1	pourquoilou	allstar30	2010-07-18	0	太多期待，但没有发现比前作更多的东西
1Q84 BOOK 1	missleftonly	allstar40	2012-03-31	0	特别是3，进展实在太慢了，几乎要耗掉所有耐性了，最后两人终是遇见了彼此~好啦~男女主角之间的感情还是很动人啦~主题本人依旧无能……
1Q84 BOOK 1	Neverdream	allstar40	2012-04-05	0	结局让我有点想起了《苏菲的世界》，都是从一个世界逃往了另一个世界。村上的文风很好的一点就是不牵强，平平缓缓地把故事讲完了，但其实又恨诡异。
1Q84 BOOK 1	kidonly	allstar40	2010-08-13	1	十年没看村上春树的书了，如今翻起来，又回到了他那个奇异的世界。想到寻羊冒险记，想到舞舞舞。高三下，不知道哪来的时间看了那么多。
1Q84 BOOK 1	thisisdaisy	none	2016-01-24	0	PB1
1Q84 BOOK 1	caocaoty	none	2016-02-26	0	听过。罗宁主播
1Q84 BOOK 1	Hanaaaaa	allstar30	2011-08-26	0	拘谨&按部就班
1Q84 BOOK 1	mysterious-C	allstar40	2015-07-16	0	比起村上春树的其他书，读的很快，应该是更加吸引我。
1Q84 BOOK 1	silenceapostle	allstar30	2010-11-02	0	我知道我为什么不再看下去了，因为我的兴趣已经消失殆尽
1Q84 BOOK 1	cavalier_sh	allstar50	2012-03-10	0	非常精彩
1Q84 BOOK 1	nadja	none	2010-09-20	0	信仰
1Q84 BOOK 1	lishunsheng	allstar50	2012-07-27	0	青豆与天吾
1Q84 BOOK 1	y17wang	allstar50	2010-05-30	0	这个算是王者回归吧，在经历了不太成功的《卡夫卡》和《天黑之后》的有一部完美作品。熟悉的是超酷的语言和比喻，完美的叙事能力（双曲线，但主人公不是“我”），让人欲罢不能的神秘主义，以及对灵魂的触动（作为bonus还有多余往常的各种花样的性描述）。让人有些担心的是接下来的2,3是否能够不让人失望（毕竟网铺的大）。不过归根到底，能够让我灵魂共鸣，明确自己性格的形成部分，并说出我心里真正想说的话和渴求的，还是只有村上啊。PS：施的翻译可能更加直译，所以应该反映了更多的村上本质。但村上行文本身西化，有时觉得还不如看英文版算了。中文版的，还是林更有风采和趣味。
1Q84 BOOK 1	Innerplant	allstar40	2012-03-14	0	村上的新小说仍然是通篇露骨的性暗示……腥！不过既然我已经被这故事吸引了，就打算继续看第二卷。。
1Q84 BOOK 1	1941470	allstar30	2013-09-22	0	终于看完了。。实在太长了。。找不回高中的耐心了。。再见。
1Q84 BOOK 1	nielu	allstar40	2010-12-25	0	终于把两本都借到了
1Q84 BOOK 1	nasna	allstar40	2011-10-29	0	有如蜘蛛网的世界。
1Q84 BOOK 1	chara_my_way	none	2010-12-18	0	真讨厌 他变了
1Q84 BOOK 1	pepper7mint	allstar50	2017-11-15	0	读起来非常顺畅，应该是我读起来最喜欢的村上作品了。充满了反转、暗喻、模糊的线索和相互应和，平行的世界和两个月亮。什么时候可以相遇呢，文字可以说出话吗，道德和伦理间需要人还是神。我不知道答案，好想知道答案。
1Q84 BOOK 1	joewong0513	allstar50	2010-11-07	0	村上春树，怎叫我与你相见恨晚？！
1Q84 BOOK 1	shingudoo	allstar40	2010-09-18	0	2010/06/11 购入．
1Q84 BOOK 1	Toni_Ran	allstar50	2012-01-23	0	带着疑问，顺应谎言的世界
1Q84 BOOK 1	aragaki	allstar40	2010-06-23	0	还挺期待后续的
1Q84 BOOK 1	sillage	none	2010-06-07	0	看上去还不错。
1Q84 BOOK 1	5054748	allstar30	2010-06-25	0	一如既往的村上风 不过从阅读快感来说也是一如既往 但更深层次的东西似乎也谈不上
1Q84 BOOK 1	Leaven	allstar40	2010-09-11	1	不知道怎么评价……除了流畅和一点吸引人和村上式小可爱以外没啥特别的书……
1Q84 BOOK 1	wuyouz	allstar20	2010-06-23	0	没感觉，不吸引
1Q84 BOOK 1	orbit	allstar40	2010-12-14	0	快點考完試放我回家看BOOK 2！！
1Q84 BOOK 1	overhyde	allstar40	2010-06-18	0	从政治狂热到宗教狂热
1Q84 BOOK 1	ms.od	allstar30	2010-07-03	0	回头看看，第一本写的比第二本好很多。
1Q84 BOOK 1	basketer	allstar30	2010-10-25	0	其实这是轻小说。
1Q84 BOOK 1	dearpucca	allstar40	2012-08-23	0	＂能让你喜欢，我很高兴＂
1Q84 BOOK 1	yrsyl	allstar20	2011-05-05	0	用意念忍下去的书
1Q84 BOOK 1	liangqingsan	allstar40	2010-08-26	0	故事的序幕才刚刚打开
1Q84 BOOK 1	moulder	allstar50	2011-05-19	0	青豆，天吾君，深绘里，呆会见。
1Q84 BOOK 1	cuican	allstar40	2010-07-03	0	對話的部份讀得非常緩慢，甚至對先驅和教會團體的背景理解有些費勁。讀書的時候總是習慣吸收對自己有利的信息，對晦澀的就簡略帶過，這是一個缺點我在盡力改正。分兩次讀完，中間穿插了西安的畢業旅行，體會到精神的銳利不可能產生於舒適的環境中，無名的狀態出沒于都市陰影，尋找同類。書裡每個人好像都有异於常人的獨特才能，就我而言，對青豆非常有好感，做事精明果斷、清楚自己要什麽，把放棄當擁有，曾說只要放在心裡哪怕天吾不知道她的存在也是好的。雖說是龐大的背景，但敘事脈絡還是有跡可循，繪里的形象幾乎就是現實里的優醬啊，對於小小人，必須趕緊接著讀第二本。
1Q84 BOOK 1	lightgreensunfl	allstar40	2010-09-16	0	沉闷的开头，有趣的发展，抛出的特定名词和问题让人好奇
1Q84 BOOK 1	andserendipity	none	2015-06-02	0	貌似是读的第一本村上的小说，不过是在车上听的Audio，说实话真的有点不知道讲到哪儿了
1Q84 BOOK 1	Dbxiong	allstar40	2011-11-29	0	第一步不错啊，双螺旋，有很多村上既有的元素，小紧张小刺激。听说最后坑爹了？
1Q84 BOOK 1	raychau	allstar50	2010-06-09	0	每翻过一页都难受一次,你是青豆和亚由美
1Q84 BOOK 1	lumingyin	none	2010-09-03	0	青豆让我认识男人。
1Q84 BOOK 1	2370135	allstar30	2010-12-16	0	渐入佳境~
1Q84 BOOK 1	Shirleysays	allstar50	2010-11-20	0	不亏为村上的巅峰之作
1Q84 BOOK 1	viking7117	allstar50	2010-12-07	0	再写下去是不是要变成玄幻了
1Q84 BOOK 1	xiaojia86	allstar40	2010-07-22	0	我只知道，这次的文字真的是舒服的，几乎是让我重新认识村上
1Q84 BOOK 1	sibylm	allstar40	2010-12-28	0	这是个迷惑的时代，这是个最好的时代。在这个时代，我终于找到你。
1Q84 BOOK 1	1609951	allstar40	2010-07-10	0	猛一看，我还以为是村上龙写的。
1Q84 BOOK 1	shanjijian	allstar50	2010-09-12	0	对于村上春树有一种难舍的情怀。一点点文字的编排就能足足勾出我对一整片海岸的思念。
1Q84 BOOK 1	3948492	allstar40	2010-08-11	0	撇去塵世喧囂，躲在空調間裡，泡一壺花茶，慢慢細讀以體會個中滋味。。 闔上書，毋需閉眼，腦海中可以馬上出現書中人物的種種細節，作者功力十分了得！
1Q84 BOOK 1	virusue	allstar50	2010-07-01	0	太棒了。太棒了。
1Q84 BOOK 1	isotherm	allstar40	2014-04-21	0	先读的第二本，在没读第一本之前我并没有觉得错过了什么
1Q84 BOOK 1	tongxi7	allstar40	2010-09-21	0	火车上看完的1和2
1Q84 BOOK 1	Catsoul521	allstar40	2011-03-29	0	还的继续看2⋯⋯
1Q84 BOOK 1	cherrywangqy	allstar50	2010-06-04	0	这部 超越了萤 超越了卡夫卡 超越了跑步 超越了以往的村上
1Q84 BOOK 1	34775186	allstar40	2011-11-25	0	写的和挪威的森林差不多呀，一贯的注重精神分析，会有荒谬色彩，会有对主人公童年的描写~会插入一些历史事件~角色的性生活也会有~看的出来作者村上他受佛洛依德、萨特、福柯这些人影响比较大~另外他怎么又写女同性恋了？他笔下的男子猥琐、女子外强中干~
1Q84 BOOK 1	milk727	allstar40	2010-07-20	0	很村上的风格。
1Q84 BOOK 1	miuccia	allstar40	2010-11-26	0	确实肯定是存在不止一个的世界在运行的。
1Q84 BOOK 1	t_--_	none	2010-07-06	0	看了简体看繁体，竖着横着，两个不同语气，我也变成了两个
1Q84 BOOK 1	angela123	allstar40	2012-01-02	0	一个作家把故事讲好比什么都重要，其他的自然会有人帮你引申出来。
1Q84 BOOK 1	JulyChan	allstar50	2010-06-11	0	手不释卷。
1Q84 BOOK 1	lavieen	allstar50	2010-07-12	0	从《东京奇谭集》开始，我就知道我喜欢的村上又回来了~
1Q84 BOOK 1	QiuqiuLIN	none	2010-07-22	0	又是这种结构
1Q84 BOOK 1	luxiaobao	allstar40	2010-12-08	0	有点水，但是读到后面渐入佳境，畅销体的写法蛮吸引人。为以后的阅读做马克：1.一开始的出租车司机是谁2.我想青豆其实是天吾笔下的人物3.天吾的女朋友是谁，为什么从来没有交代过名字。4.很喜欢深绘里！
1Q84 BOOK 1	echocf1120	allstar40	2014-09-24	0	青豆是极简主义的啦~
1Q84 BOOK 1	Jessica_Nangong	allstar40	2010-12-30	0	强大的想象力 迫不及待看后续
1Q84 BOOK 1	3335015	allstar50	2010-07-13	0	毋庸置疑的五星 昰給慫恿我一個下午讀完100頁的完美情節.  我更希望把它當作一部色調柔和的懸疑小說。天吾和靑豆 到了239頁時才有了交集.  靑豆對亞由美說 孤獨一個人也沒有關係 只要能發自內心的愛一個人 人生就會有救. 哪怕不能和他生活在一起。我昰很喜歡亞由美的 去和男人搭訕的時候 一副職業病式的語氣 衝鋒陷陣一樣。那個覺得自己沒有一個有用未來的靑豆 需要這樣一個拍檔。
1Q84 BOOK 1	mockee	allstar50	2011-07-25	0	最近用它填满时间
1Q84 BOOK 1	Dor	none	2012-08-09	0	一如既往的村上~
1Q84 BOOK 1	baixg	allstar40	2011-08-08	0	Q是question mark的Q。当一个个故事交汇，好像地表蜿蜒的河流小溪，最终通通汇入汹涌的大海，墨蓝色的水，拍打出白色的狰狞的浪。你望见那片海，才发现自己的渺小和无力，却又无处可逃。天空中的两个月亮和空气蛹，看到这里还并不懂这两个意象，却又被那种神秘吸引，有蛊惑人心的力量。正误的分界线越来越模糊，世界一片混沌，没有出路。总是出现的有各种不堪记忆的角色，而他们总是坦然接受命运的安排，将那些记忆接纳为自己的一部分，为什么，为什么能够那么若无其事的忘却之后前行，这究竟需要多大的力量和勇气。每读一次村上的书，总觉得是向内心的一次探险，沿途看到自己的欢欣和破败，真实到几欲掩面，可是总是需要这样的机会吧，才能一点点能够回望和审视，一点点将之消化，最后和记忆和平共处。待我接着读下去吧世界究竟怎样呢？
1Q84 BOOK 1	yimis	allstar40	2010-12-29	0	就是一悬疑小说 呃 剧情发展得忒慢 村上花大把的文字描写细节 真是够劲的——！结果被柯同学说看得太慢 我冤啊 我是急性子 和这文字.....
1Q84 BOOK 1	mango327	allstar50	2011-04-09	0	被抓着
1Q84 BOOK 1	kunfish	allstar40	2015-11-14	0	适合快速阅读。
1Q84 BOOK 1	funkyheresy	allstar50	2010-07-16	0	难以界定。
1Q84 BOOK 1	Jin.Z	allstar50	2015-07-20	0	到目前为止还很有意思  但是村上春树真是好自恋
1Q84 BOOK 1	brightforever	allstar50	2010-07-26	0	天吾身上有村上的影子，这本书更多地体现了一种条理性的数学性的思维。书里揉入了各种村上想写的东西。青豆天吾分章进行起初看得辛苦后来渐渐勾连起来。可怕的小小人，两个月亮的天空，美好的深绘里，帅气的青豆，敏感的天吾……感觉得到村上节制的叙述，慢慢向前推进的节奏。不过当睡前读物真有点可怕> <
1Q84 BOOK 1	trefle7	allstar50	2011-04-30	0	现实始终是冷澈的，始终是孤独的
1Q84 BOOK 1	hugjm	allstar50	2010-06-02	0	作为book1来说，它几乎无可挑剔。
1Q84 BOOK 1	leaveaway	allstar40	2011-03-03	0	“无力感会腐蚀一个人。”两条线一点都不杂乱，相反十分紧凑，到后几章小小人拼一起时好兴混也。另外很喜欢年长女朋友最后做的那个梦以及她推测的最坏的可能，“可能我就是那个怪物”
1Q84 BOOK 1	rosiel	allstar30	2012-08-30	0	半夜看的吓住了，然后发现是个科幻/奇幻？
1Q84 BOOK 1	oranjeruud	allstar50	2010-07-19	0	纯熟的写作技巧，线索明暗交错有序，内容也算得上丰富，就算当成畅销书来包装一下也无妨。
1Q84 BOOK 1	vijone_133	none	2010-05-24	0	施的译本比林更洗练和现代，林的特点是典雅。但无论谁译，村上的内核都还在，属于他的东西改变不了。叙事非常的非常的非常的庞大，这么长的时间没有白等，真的，太好了
1Q84 BOOK 1	daisywong	allstar50	2010-10-19	0	超级爱 已经很久没这么甘之如饴地读书了！！第二本已经在路上 期待第三、第四本中文版问世~（ps我无比讨厌林少华的翻译 还是这位好）
1Q84 BOOK 1	jean	allstar40	2011-03-29	0	看完了. 真好看!第一本村上春树. 想看看这么红的作家有多好. 刚看了不到三十页. so far so good!
1Q84 BOOK 1	momo1121	allstar40	2011-09-07	1	没想到其实还不错诶！前面不算精彩可是读到青豆杀人之后就觉得故事越来越有趣了！好吧！对村上春树的偏见有所改观了
1Q84 BOOK 1	Libertrand	allstar50	2010-07-24	0	"剥夺正确的历史，就是剥夺人格的一部分，这是犯罪。"
1Q84 BOOK 1	fantasylake	allstar50	2011-07-24	0	读的是繁体台版，总觉得自从林少华被替代后，村上的书就少了些语言上的诱惑，诶，转变是必不可少的了吧。那种奇妙的氛围，村上春树的书又开始吸引人了呢~双线的并行方式确实很不错
1Q84 BOOK 1	2026462	allstar40	2010-08-07	0	无法言喻，青豆的部分，似乎是我一直在等待的。
1Q84 BOOK 1	M.MixEr	allstar50	2010-07-01	0	不错，还蛮来感。BOOK2提上日程
1Q84 BOOK 1	fxxkthis	allstar30	2010-07-09	0	从第一本来看他和伟大的作家还是有很大差距的，看完第二本再说
1Q84 BOOK 1	58053863	allstar20	2012-05-22	0	什么玩意。
1Q84 BOOK 1	Luffy_masaomi	allstar50	2010-09-08	0	世界这种东西啊，就是一种记忆和相反的另一种记忆永无休止的斗争。这本书里关于人的记忆，存在方式以及命运的说法都特别喜欢。人物心理真实没有一点多余累赘的描写。而且特别喜欢青豆和天吾对应的描写，一点点揭开的谜底，小小人和空气蛹是贯穿故事的主线。最喜欢青豆。
1Q84 BOOK 1	firehill.blog.s	allstar30	2010-06-27	0	江郎才尽？！
1Q84 BOOK 1	daneil	allstar50	2010-10-27	0	一个奇妙的世界。
1Q84 BOOK 1	SALOMON	none	2011-05-21	0	全部读完之前不予置评打分
1Q84 BOOK 1	summer1018	allstar40	2014-01-29	0	作品依旧是他独有的气质，但能够感受到他想跳脱言情小说的框子营造一种推理小说的氛围。历史，音乐，科学依旧是他表达孤独的载体，要说新意的话，我对两个月亮这个元素很感兴趣，尤其是主人公对两个月亮的反应。总体比我预期的好很多，很神秘的一个故事，看第二本吧
1Q84 BOOK 1	sakinijino	allstar40	2010-07-16	0	吸引我去看book 2，译得蛮流畅。
1Q84 BOOK 1	jackchen	allstar40	2010-12-28	0	两个主线，有交集！一个秘密组织和一堆未揭开的面纱。
1Q84 BOOK 1	THEBOURNE	allstar40	2010-07-22	0	整本书就是一个铺垫
1Q84 BOOK 1	mondo	allstar50	2011-07-25	0	最近看什么都很入戏啊！
1Q84 BOOK 1	greywolf	allstar10	2013-07-04	1	陌生化的罪魁祸首就是拿小清新套大历史，写的都是自己不擅长的东西，他把讲不透的东西神秘化还沾沾自喜的口吻，配合那性交一样振幅的叙事方式，让人完全承受无力。这么多年他的轻浮没有变化,不要说诺贝尔,见了张大春都得跪
1Q84 BOOK 1	bcbulang	allstar40	2010-10-25	0	完全是村上拿手的各种元素大杂烩，后半部渐入佳境。那些超现实的部分，现在看来和以往一样只是无聊的噱头，不知道后面的处理是否会更高明些
1Q84 BOOK 1	lovelessfish	allstar40	2010-08-23	0	村上奇幻风格的顶峰。
1Q84 BOOK 1	monster1000	allstar50	2010-05-26	0	仅为这本书本身...施版的翻译完全是另一种情境，我还是喜欢赖明珠的台版，难道是先入为主么
1Q84 BOOK 1	fuxiu	allstar50	2010-06-01	0	有村上春树的内核在，怕什么译者越俎代庖？可惜我早就读了赖明珠的盗版了  | 施小炜老师翻的很man
1Q84 BOOK 1	kulo	allstar50	2010-09-04	0	慢慢读下来轮廓越来越清晰了，期待新书
1Q84 BOOK 1	morningglory	allstar40	2010-06-06	0	还是那个村上 只是更悲天悯人了
1Q84 BOOK 1	noname.	allstar40	2015-12-27	1	除去矫情的部分，故事还是有点意思的
1Q84 BOOK 1	guluyuan	allstar40	2010-06-03	0	烦人！追书比追电视剧更焦心！！
1Q84 BOOK 1	cin.cin	allstar40	2011-04-17	0	兔逼啃啼牛
1Q84 BOOK 1	mmmonkey	allstar40	2010-11-28	0	有人觉得故事性变很强吗？
1Q84 BOOK 1	huanglinghui	none	2010-08-29	0	终于入手了！
1Q84 BOOK 1	lalalameans	allstar50	2011-07-28	0	思路很特别 能吸引你一直一直读下去 慢慢的陷进去。。 搁置了一整个学期终于看完鸟 迫不及待的看第二本呢 呵呵 不错不错~~ 很佩服青豆 很想成为像青豆那样的人
1Q84 BOOK 1	beard	allstar20	2012-11-09	0	如释重负，像完成一件任务似的读完了。仅此而已
1Q84 BOOK 1	linxiaoxun	allstar30	2010-06-03	0	野心太宏大，有点把握不住了吧？魔幻的部分感觉有点削弱现实感了。翻译得不错的。
1Q84 BOOK 1	fishyu	allstar30	2012-06-12	0	长途火车上消磨时间
1Q84 BOOK 1	xiaoxiaoshui	allstar30	2010-07-03	0	原谅我 我就是对他这么唠叨的不很有感觉 阅读终归是私人喜好
1Q84 BOOK 1	zkidult	allstar40	2011-02-11	0	在充满问号的平行世界里，我们遇到攻击而不反抗或者改变，无力感就会把我们腐蚀。。
1Q84 BOOK 1	jiasuodelian	none	2010-05-25	0	卧槽,等了许久中文版也终于来了,不过肯定是要被阉割...
1Q84 BOOK 1	duomeyouai	allstar10	2011-06-09	0	没人觉得这已经是伪文青的最高境界了么
1Q84 BOOK 1	dream_lee	allstar50	2010-09-16	0	很赞很赞！
1Q84 BOOK 1	Mulholland	allstar40	2010-07-28	0	看得很爽快，两条线渐渐交融在一起了。深绘里有点凌波的感觉。
1Q84 BOOK 1	asano	allstar40	2010-12-08	0	林少华那蛋疼的笔调必然译不出这么大的故事
1Q84 BOOK 1	wayne007	allstar50	2011-04-08	0	可读性非常强 而且应该比以往任何一部村上作品都要更好 期待二三
1Q84 BOOK 1	hydedie	allstar30	2010-06-07	0	翻译不错 读了一遍 没觉得有什么好 感觉村上已经2条线的套路了
1Q84 BOOK 1	puweijun	none	2010-10-15	0	豆瓣友邻送我这本书，我得好好读一下。
1Q84 BOOK 1	horin	allstar40	2010-08-02	0	期待的新作,hahahah終于買到,
1Q84 BOOK 1	MrRabbit	allstar50	2011-07-26	0	不想提施的翻译问题。第一部对我而言就是结结实实地铺垫，不慌不忙地看完，小说情节却是错综复杂得让人屏息。我喜欢把村上的作品（尤其是后期的）比作为人的神经器官，有一条或者两条主干道，旁边细枝末节地全是延伸出来的小血管，其中某几条不起眼的小血管在七歪八扭地拼接和交融之后就决定了大神经的命运。回看他最初的小说作品与现在的进行比较，还是得说，大师也是一步一步练就出来的。（另，我喜欢深绘里这个典型日本沉默美少女的人物设定）
1Q84 BOOK 1	effy1029	allstar50	2011-02-05	0	三本书，还是拖了点啦！不过我还是挺受用村上春树这种两根线并进的写法的=x= 那个17岁美少女深绘里真人版的话绝对是逢泽rina小姐呀，各种美
1Q84 BOOK 1	2304945	allstar50	2013-01-10	0	内容很丰富
1Q84 BOOK 1	ruilixiurui	allstar50	2013-05-16	0	没有参照，当初为抢夺《1Q84》的版权还发生过争执，一直熟悉的林少华译本已成泡沫，香港的赖明珠也不“好”读。三年后眼下只有读读看施小炜的译本。结果一发不可收拾，反而觉得他更适合译制这种“超乎常态却又合情合理”的故事小说。和评论二一样担忧，国外优秀小说不免参杂太多译者思潮，如何读到作者本来的意图？昨天那篇探讨结婚与否的文章开篇便写了G女士为读村上春树原版去学习日文的腔调，以求体味最初。一直抛开小说本身，1Q84的独特在于他有违村上一直以来的行文习惯。开篇就贯了最本质的宝典，即“不要为外表所迷惑，现实往往只有一个”如此叙述，电影蒙太奇的平行似乎在这里起到了推动的作用。然，除去前端越陷越深的铺垫乃至不断高潮，最终抛出的谜面似乎略显不尽如人意。除此以外第一本的写法和引入，真是传神。赞。
1Q84 BOOK 1	rubbitU	allstar50	2014-03-28	0	14年一月初开始读。好像很快就看完了前两本然后回家过年去了。总体觉得第一本最像村上的感觉，很多事情很朦胧，进展不快但总是在不断地推进当中，其中穿插着一些可有可无的小趣味让书的可看性大大增加。对绘里子的描述很有意思（虽然是一贯的大胸高智能美女）对青豆略不喜欢（但也依然不讨厌心情随着她起伏，就是这样放心地把自己交给村上就可以）。在这本里还是能看到很多充满想象力的比喻的，后两本似乎更关注故事的推进了。所以说写长篇要想保持水准还是很不容易的。
1Q84 BOOK 1	4093950	allstar50	2010-11-17	0	丝绸般的流畅性，大师级的比喻手法。一气呵成。
1Q84 BOOK 1	neverbutterfly	allstar40	2010-07-25	0	现在能让我读下去的小说已然不多鸟。。
1Q84 BOOK 1	haiyangchen	allstar50	2010-05-30	0	我专门把最后200页留到今天，不过尽管又困又累，我还是一个钟头就读完了。看来今天还得再读本书来消磨时间。正如书评家所言，这次果然是村上集大成之作，很明显可以看到之前各部作品的影子。施小炜的翻译不动声色，简洁洗练。深得吾心。然不知若林公用笔，当是如何？想来只看了第一本，情节又在关键处戛然而止。现在我对1Q84和1984之间的个中关联还是不甚了然。略微感到深刻度不如以前。不过他的书最吸引我的是那种一如既往的莫名的氛围。更何况其行文如行云流水，毫无凝滞之态。故事情节天马行空而又丝丝如扣。人物对话妙趣横生，娓娓读来如春风拂面，心旷神怡。即使你不打算费心去挖掘个中真意，这份阅读快感也已经足够了。譬如烟云之过眼，百鸟之过耳，岂不欣然接之，去而不复念也？当然，我可是盼着第二本赶紧上架。
1Q84 BOOK 1	Miss_shell	allstar50	2010-07-06	0	火车上一夜读完
